8.0,3.0,0.25
2.0,0.0,0.13027744270205066
0.0,8.0,0.08450704225352113
7.0,3.0,0.21820062047569805
8.0,6.0,0.271055179090029
6.0,1.0,0.16498993963782696
3.0,9.0,0.11935208866155157
4.0,6.0,0.16666666666666666
3.0,5.0,0.19331983805668015
6.0,8.0,0.19736842105263158
9.0,5.0,0.354014598540146
8.0,5.0,0.24219489120151372
7.0,7.0,0.2203548085901027
5.0,8.0,0.1865979381443299
0.0,5.0,0.10725229826353422
6.0,7.0,0.22452830188679246
5.0,1.0,0.16817724068479356
5.0,2.0,0.1795429815016322
5.0,4.0,0.22771213748657357
6.0,3.0,0.21040974529346623
9.0,8.0,0.4566145092460882
8.0,0.0,0.19598393574297188
1.0,1.0,0.12430939226519337
9.0,0.0,0.2855731225296443
7.0,1.0,0.21021021021021022
3.0,2.0,0.18913676042677013
4.0,5.0,0.2016895459345301
4.0,2.0,0.17956989247311828
6.0,5.0,0.2354679802955665
1.0,6.0,0.12253829321663019
1.0,8.0,0.11326530612244898
0.0,1.0,0.08488612836438923
9.0,2.0,0.2935196950444727
2.0,7.0,0.12671594508975711
4.0,9.0,0.10093299406276506
6.0,4.0,0.2
0.0,9.0,0.03528225806451613
9.0,7.0,0.3805637982195846
4.0,7.0,0.15434782608695652
0.0,4.0,0.09793351302785265
7.0,6.0,0.22859922178988326
7.0,2.0,0.21934758155230596
2.0,2.0,0.18181818181818182
1.0,0.0,0.1232876712328767
3.0,1.0,0.18363064008394545
4.0,8.0,0.13900862068965517
3.0,7.0,0.1367713004484305
8.0,4.0,0.24624624624624625
5.0,3.0,0.19488817891373802
9.0,1.0,0.28934624697336564
6.0,2.0,0.1845672575599583
6.0,9.0,0.12
8.0,1.0,0.2361111111111111
2.0,3.0,0.17270194986072424
6.0,6.0,0.22727272727272727
1.0,4.0,0.12448559670781893
4.0,4.0,0.1830708661417323
9.0,3.0,0.3244803695150115
9.0,9.0,0.4794520547945205
1.0,5.0,0.13030602171767028
8.0,7.0,0.32464028776978415
2.0,4.0,0.14353163361661944
8.0,2.0,0.2539149888143177
0.0,6.0,0.08306364617044229
7.0,8.0,0.24495967741935484
3.0,4.0,0.1644398766700925
8.0,8.0,0.31861804222648754
7.0,0.0,0.1986644407345576
5.0,6.0,0.2175257731958763
2.0,1.0,0.17494600431965443
2.0,6.0,0.15196599362380447
9.0,6.0,0.3415435139573071
1.0,2.0,0.1206581352833638
5.0,5.0,0.20594262295081966
0.0,7.0,0.08417085427135679
2.0,9.0,0.09090909090909091
8.0,9.0,0.25210084033613445
0.0,0.0,0.060453400503778336
1.0,3.0,0.12570888468809074
5.0,9.0,0.0935672514619883
3.0,6.0,0.16878980891719744
1.0,7.0,0.12599318955732122
4.0,3.0,0.17659137577002054
0.0,2.0,0.10618792971734148
3.0,8.0,0.13903192584963955
1.0,9.0,0.05555555555555555
7.0,5.0,0.2288306451612903
4.0,0.0,0.16110183639398998
3.0,3.0,0.19047619047619047
9.0,4.0,0.3339862879529873
0.0,3.0,0.0891089108910891
5.0,7.0,0.1917372881355932
2.0,8.0,0.10914760914760915
7.0,9.0,0.1751592356687898
3.0,0.0,0.1437908496732026
4.0,1.0,0.16244725738396623
6.0,0.0,0.15473032714412024
2.0,5.0,0.19086294416243654
5.0,0.0,0.13814074717636837
7.0,4.0,0.22176165803108808
